key 	 Omega 	 dN 	 dS 
OGs_OG0013488_Gbi_Lko.aln	0.3523	0.7255	2.0593
OGs_OG0005708_Gbi_Lko.aln	0.0116	0.0424	3.6701
OGs_OG0000364_Gbi_Lko.aln	0.0552	0.211	3.8219
OGs_OG0004199_Gbi_Lko.aln	0.0103	0.0467	4.5424
OGs_OG0004446_Gbi_Lko.aln	0.0996	0.3524	3.538
OGs_OG0001608_Gbi_Lko.aln	0.0497	0.2229	4.4855
OGs_OG0004642_Gbi_Lko.aln	0.0187	0.0751	4.0234
OGs_OG0007850_Gbi_Lko.aln	0.1232	0.2416	1.9604
OGs_OG0013465_Gbi_Lko.aln	0.0438	0.1546	3.5287
OGs_OG0002630_Gbi_Lko.aln	0.0756	0.2663	3.5205
OGs_OG0001424_Gbi_Lko.aln	0.0925	0.1803	1.9493
OGs_OG0007516_Gbi_Lko.aln	0.0812	0.1945	2.3961
OGs_OG0007759_Gbi_Lko.aln	0.0354	0.1171	3.3127
OGs_OG0007890_Gbi_Lko.aln	0.0588	0.1826	3.1024
OGs_OG0013637_Gbi_Lko.aln	0.2337	0.5157	2.2067
OGs_OG0007968_Gbi_Lko.aln	0.1023	0.4562	4.4579
OGs_OG0008863_Gbi_Lko.aln	0.1193	0.2267	1.901
OGs_OG0003860_Gbi_Lko.aln	0.0736	0.2704	3.6761
OGs_OG0007861_Gbi_Lko.aln	0.0897	0.3229	3.5998
OGs_OG0000668_Gbi_Lko.aln	0.1008	0.4309	4.2761
OGs_OG0006684_Gbi_Lko.aln	0.3259	0.5611	1.7217
OGs_OG0002653_Gbi_Lko.aln	0.0555	0.2341	4.2147
OGs_OG0005424_Gbi_Lko.aln	0.0777	0.2697	3.4693
OGs_OG0006620_Gbi_Lko.aln	0.0373	0.0881	2.3648
OGs_OG0006615_Gbi_Lko.aln	0.0205	0.0786	3.8281
OGs_OG0007905_Gbi_Lko.aln	0.145	0.2114	1.4579
OGs_OG0004712_Gbi_Lko.aln	0.036	0.1157	3.2173
OGs_OG0004430_Gbi_Lko.aln	0.0159	0.0657	4.1296
OGs_OG0004278_Gbi_Lko.aln	0.0029	0.0113	3.9026
OGs_OG0002384_Gbi_Lko.aln	0.0631	0.2582	4.0943
OGs_OG0004089_Gbi_Lko.aln	0.1677	0.1532	0.9134
OGs_OG0004789_Gbi_Lko.aln	0.0334	0.1212	3.631
OGs_OG0011523_Gbi_Lko.aln	0.4838	0.4957	1.0245
OGs_OG0003953_Gbi_Lko.aln	0.0355	0.142	3.9988
OGs_OG0002565_Gbi_Lko.aln	0.1696	0.3443	2.0302
OGs_OG0004600_Gbi_Lko.aln	0.047	0.0543	1.1571
OGs_OG0007317_Gbi_Lko.aln	0.0107	0.0434	4.0449
OGs_OG0005430_Gbi_Lko.aln	0.0551	0.1408	2.5553
OGs_OG0003506_Gbi_Lko.aln	0.0576	0.1917	3.3279
OGs_OG0003264_Gbi_Lko.aln	0.047	0.125	2.6599
OGs_OG0006362_Gbi_Lko.aln	0.0295	0.0718	2.4345
OGs_OG0006179_Gbi_Lko.aln	0.1	0.3311	3.3116
OGs_OG0006379_Gbi_Lko.aln	0.0453	0.065	1.4336
OGs_OG0003063_Gbi_Lko.aln	0.0323	0.152	4.7124
OGs_OG0003913_Gbi_Lko.aln	0.0368	0.0818	2.2246
OGs_OG0005194_Gbi_Lko.aln	0.075	0.2823	3.7651
OGs_OG0006649_Gbi_Lko.aln	0.0552	0.0874	1.5821
OGs_OG0001090_Gbi_Lko.aln	0.0703	0.2536	3.6082
OGs_OG0013514_Gbi_Lko.aln	0.126	0.5105	4.0508
OGs_OG0002413_Gbi_Lko.aln	0.0296	0.1565	5.2946
OGs_OG0000703_Gbi_Lko.aln	0.0905	0.1728	1.9096
OGs_OG0002839_Gbi_Lko.aln	0.0381	0.2022	5.315
OGs_OG0006841_Gbi_Lko.aln	0.0285	0.0907	3.1795
OGs_OG0007064_Gbi_Lko.aln	0.0283	0.1119	3.9476
OGs_OG0005296_Gbi_Lko.aln	0.0463	0.1842	3.9749
OGs_OG0004077_Gbi_Lko.aln	0.0234	0.1026	4.3862
OGs_OG0002900_Gbi_Lko.aln	0.0553	0.2276	4.116
OGs_OG0001827_Gbi_Lko.aln	0.0637	0.2161	3.3923
OGs_OG0001676_Gbi_Lko.aln	0.103	0.1715	1.6656
OGs_OG0007475_Gbi_Lko.aln	0.0969	0.3829	3.9528
OGs_OG0005101_Gbi_Lko.aln	0.0455	0.0836	1.8384
OGs_OG0013322_Gbi_Lko.aln	0.1099	0.3268	2.9725
OGs_OG0005389_Gbi_Lko.aln	0.0009	0.0037	3.9209
OGs_OG0011268_Gbi_Lko.aln	0.1071	0.1499	1.3996
OGs_OG0013610_Gbi_Lko.aln	0.083	0.2543	3.0637
OGs_OG0001677_Gbi_Lko.aln	0.0162	0.0486	3.0037
OGs_OG0002086_Gbi_Lko.aln	0.0441	0.0695	1.5781
OGs_OG0002714_Gbi_Lko.aln	0.0723	0.2884	3.9888
OGs_OG0007451_Gbi_Lko.aln	0.0383	0.1583	4.136
OGs_OG0007287_Gbi_Lko.aln	0.1582	0.2982	1.8848
OGs_OG0004250_Gbi_Lko.aln	0.0309	0.1371	4.4329
OGs_OG0005774_Gbi_Lko.aln	0.1064	0.173	1.6252
OGs_OG0006533_Gbi_Lko.aln	0.02	0.0359	1.7981
OGs_OG0000784_Gbi_Lko.aln	0.028	0.1157	4.1293
OGs_OG0001202_Gbi_Lko.aln	0.0778	0.0797	1.0237
OGs_OG0003342_Gbi_Lko.aln	0.0749	0.3974	5.3046
OGs_OG0013451_Gbi_Lko.aln	0.3037	0.5004	1.6477
OGs_OG0002408_Gbi_Lko.aln	0.0532	0.0821	1.543
OGs_OG0007499_Gbi_Lko.aln	0.0517	0.1542	2.9804
OGs_OG0002737_Gbi_Lko.aln	0.0405	0.1743	4.3035
OGs_OG0004962_Gbi_Lko.aln	0.1908	0.4534	2.3762
OGs_OG0005176_Gbi_Lko.aln	0.0263	0.1136	4.319
OGs_OG0002688_Gbi_Lko.aln	0.026	0.1048	4.0384
OGs_OG0004228_Gbi_Lko.aln	0.0423	0.0417	0.9869
OGs_OG0003273_Gbi_Lko.aln	0.0521	0.1935	3.7169
OGs_OG0011478_Gbi_Lko.aln	0.1096	0.2438	2.2233
OGs_OG0007408_Gbi_Lko.aln	0.0228	0.1187	5.1977
OGs_OG0009687_Gbi_Lko.aln	0.0677	0.1995	2.9458
OGs_OG0004765_Gbi_Lko.aln	0.0869	0.1823	2.0987
OGs_OG0004088_Gbi_Lko.aln	0.0332	0.1242	3.743
OGs_OG0008111_Gbi_Lko.aln	0.154	0.2664	1.7294
OGs_OG0006756_Gbi_Lko.aln	0.0078	0.0298	3.8492
OGs_OG0007773_Gbi_Lko.aln	0.3121	0.9191	2.9445
OGs_OG0007487_Gbi_Lko.aln	0.1713	0.3171	1.8512
OGs_OG0004605_Gbi_Lko.aln	0.0621	0.2019	3.2534
OGs_OG0005690_Gbi_Lko.aln	0.0374	0.1382	3.6989
OGs_OG0005803_Gbi_Lko.aln	0.0237	0.0995	4.2063
OGs_OG0004678_Gbi_Lko.aln	0.0419	0.1513	3.6112
OGs_OG0006874_Gbi_Lko.aln	0.0624	0.2045	3.2783
OGs_OG0006052_Gbi_Lko.aln	0.1461	0.2785	1.9061
OGs_OG0010095_Gbi_Lko.aln	0.0663	0.0966	1.4572
OGs_OG0005144_Gbi_Lko.aln	0.011	0.0397	3.6124
OGs_OG0002916_Gbi_Lko.aln	0.0364	0.095	2.6084
OGs_OG0007662_Gbi_Lko.aln	0.0547	0.2665	4.8741
OGs_OG0002658_Gbi_Lko.aln	0.0694	0.1221	1.7607
OGs_OG0013608_Gbi_Lko.aln	0.0882	0.2363	2.6779
OGs_OG0002368_Gbi_Lko.aln	0.0582	0.1477	2.5376
OGs_OG0005095_Gbi_Lko.aln	0.0442	0.112	2.5355
OGs_OG0003965_Gbi_Lko.aln	0.0491	0.2289	4.6564
OGs_OG0007148_Gbi_Lko.aln	0.0671	0.2287	3.4083
OGs_OG0004059_Gbi_Lko.aln	0.0401	0.1984	4.9515
OGs_OG0004877_Gbi_Lko.aln	0.0764	0.2481	3.2483
OGs_OG0003679_Gbi_Lko.aln	0.0534	0.0626	1.171
OGs_OG0006726_Gbi_Lko.aln	0.0369	0.1598	4.3325
OGs_OG0004906_Gbi_Lko.aln	0.0378	0.0653	1.7308
OGs_OG0007268_Gbi_Lko.aln	0.0778	0.3858	4.957
OGs_OG0006296_Gbi_Lko.aln	0.0238	0.1146	4.8157
OGs_OG0006881_Gbi_Lko.aln	0.0404	0.1791	4.4349
OGs_OG0006930_Gbi_Lko.aln	0.0312	0.111	3.5628
OGs_OG0006739_Gbi_Lko.aln	0.0442	0.2088	4.7275
OGs_OG0005281_Gbi_Lko.aln	0.0388	0.1854	4.7779
OGs_OG0002769_Gbi_Lko.aln	0.1329	0.304	2.2877
OGs_OG0004881_Gbi_Lko.aln	0.0181	0.1	5.5234
OGs_OG0008220_Gbi_Lko.aln	0.075	0.303	4.0394
OGs_OG0004354_Gbi_Lko.aln	0.0843	0.1338	1.588
OGs_OG0009650_Gbi_Lko.aln	0.0234	0.1098	4.7013
OGs_OG0000816_Gbi_Lko.aln	0.0887	0.3382	3.813
OGs_OG0003917_Gbi_Lko.aln	0.0262	0.1117	4.2647
OGs_OG0005806_Gbi_Lko.aln	0.0874	0.1241	1.4195
OGs_OG0003625_Gbi_Lko.aln	0.0567	0.2268	4.0017
OGs_OG0003713_Gbi_Lko.aln	0.0957	0.3541	3.6989
OGs_OG0007361_Gbi_Lko.aln	0.111	0.2872	2.5885
OGs_OG0005279_Gbi_Lko.aln	0.0353	0.067	1.8941
OGs_OG0004084_Gbi_Lko.aln	0.0465	0.2385	5.1263
OGs_OG0001798_Gbi_Lko.aln	0.0402	0.1077	2.6826
OGs_OG0005343_Gbi_Lko.aln	0.0607	0.1386	2.2827
OGs_OG0003357_Gbi_Lko.aln	0.1457	0.225	1.5443
OGs_OG0006530_Gbi_Lko.aln	0.0277	0.1116	4.0327
OGs_OG0004884_Gbi_Lko.aln	0.0119	0.0515	4.3317
OGs_OG0008855_Gbi_Lko.aln	0.0697	0.2871	4.1189
OGs_OG0009979_Gbi_Lko.aln	0.2059	0.3495	1.6974
OGs_OG0007172_Gbi_Lko.aln	0.2464	0.4757	1.9308
OGs_OG0001819_Gbi_Lko.aln	0.0739	0.3072	4.1568
OGs_OG0008304_Gbi_Lko.aln	0.2212	0.3774	1.7063
OGs_OG0005881_Gbi_Lko.aln	0.0457	0.187	4.0903
OGs_OG0002802_Gbi_Lko.aln	0.0206	0.0595	2.8828
OGs_OG0001604_Gbi_Lko.aln	0.0288	0.1164	4.0441
OGs_OG0005435_Gbi_Lko.aln	0.0748	0.3738	4.998
OGs_OG0013380_Gbi_Lko.aln	0.17	0.2548	1.499
OGs_OG0004328_Gbi_Lko.aln	0.0782	0.3088	3.9504
OGs_OG0013304_Gbi_Lko.aln	0.0912	0.226	2.4791
OGs_OG0003909_Gbi_Lko.aln	0.0691	0.3341	4.8373
OGs_OG0006003_Gbi_Lko.aln	0.0494	0.1898	3.846
OGs_OG0008961_Gbi_Lko.aln	0.012	0.0341	2.8304
OGs_OG0002699_Gbi_Lko.aln	0.0141	0.0532	3.7713
OGs_OG0001980_Gbi_Lko.aln	0.0298	0.0977	3.2754
OGs_OG0001965_Gbi_Lko.aln	0.0187	0.0724	3.8758
OGs_OG0004603_Gbi_Lko.aln	0.0786	0.2758	3.509
OGs_OG0004273_Gbi_Lko.aln	0.0214	0.0688	3.221
OGs_OG0005222_Gbi_Lko.aln	0.0716	0.3088	4.3139
OGs_OG0002478_Gbi_Lko.aln	0.0532	0.1033	1.9417
OGs_OG0006603_Gbi_Lko.aln	0.1021	0.3254	3.1873
OGs_OG0009607_Gbi_Lko.aln	0.0106	0.0412	3.9002
OGs_OG0009147_Gbi_Lko.aln	0.0043	0.0185	4.2872
OGs_OG0007020_Gbi_Lko.aln	0.0842	0.2239	2.6599
OGs_OG0003833_Gbi_Lko.aln	0.1455	0.272	1.8699
OGs_OG0003653_Gbi_Lko.aln	0.022	0.0342	1.5551
OGs_OG0000696_Gbi_Lko.aln	0.0005	0.0523	99.0
OGs_OG0005016_Gbi_Lko.aln	0.0446	0.0636	1.4239
OGs_OG0002921_Gbi_Lko.aln	0.4674	1.009	2.159
OGs_OG0004800_Gbi_Lko.aln	0.0222	0.1026	4.6219
OGs_OG0005555_Gbi_Lko.aln	0.0392	0.076	1.9405
OGs_OG0005106_Gbi_Lko.aln	0.0296	0.0779	2.6287
OGs_OG0005173_Gbi_Lko.aln	0.0642	0.197	3.071
OGs_OG0009675_Gbi_Lko.aln	0.0421	0.1246	2.9598
OGs_OG0004129_Gbi_Lko.aln	0.044	0.2145	4.8763
OGs_OG0002782_Gbi_Lko.aln	0.0512	0.1269	2.4797
OGs_OG0008635_Gbi_Lko.aln	0.0429	0.1704	3.9743
OGs_OG0006258_Gbi_Lko.aln	0.0632	0.1234	1.9516
OGs_OG0006658_Gbi_Lko.aln	0.0026	0.2564	99.0
OGs_OG0002914_Gbi_Lko.aln	0.0409	0.1131	2.7651
OGs_OG0004951_Gbi_Lko.aln	0.0365	0.1593	4.3617
OGs_OG0005788_Gbi_Lko.aln	0.1584	0.3939	2.4869
OGs_OG0005870_Gbi_Lko.aln	0.0226	0.0584	2.5853
OGs_OG0005416_Gbi_Lko.aln	0.0735	0.3032	4.1225
OGs_OG0003483_Gbi_Lko.aln	0.0597	0.25	4.1894
OGs_OG0005241_Gbi_Lko.aln	0.0134	0.0695	5.1757
OGs_OG0006606_Gbi_Lko.aln	0.3257	0.3834	1.1773
OGs_OG0010669_Gbi_Lko.aln	0.0489	0.137	2.8022
OGs_OG0004987_Gbi_Lko.aln	0.0174	0.0764	4.3955
OGs_OG0002034_Gbi_Lko.aln	0.025	0.0565	2.2601
OGs_OG0007765_Gbi_Lko.aln	0.1106	0.2156	1.9495
OGs_OG0004097_Gbi_Lko.aln	0.0314	0.0387	1.2318
OGs_OG0002456_Gbi_Lko.aln	0.1338	0.5305	3.9634
OGs_OG0013638_Gbi_Lko.aln	0.1089	0.4202	3.8593
OGs_OG0005436_Gbi_Lko.aln	0.0326	0.1643	5.037
OGs_OG0005938_Gbi_Lko.aln	0.0321	0.0551	1.7172
OGs_OG0013308_Gbi_Lko.aln	0.2221	0.4545	2.0465
OGs_OG0007177_Gbi_Lko.aln	0.0682	0.2435	3.5689
OGs_OG0005036_Gbi_Lko.aln	0.016	0.0685	4.2843
OGs_OG0003452_Gbi_Lko.aln	0.1094	0.2644	2.4158
OGs_OG0008630_Gbi_Lko.aln	0.2022	0.3331	1.6477
OGs_OG0005427_Gbi_Lko.aln	0.0287	0.1216	4.2321
OGs_OG0000682_Gbi_Lko.aln	0.1265	0.4499	3.5571
OGs_OG0005906_Gbi_Lko.aln	0.0468	0.166	3.5474
OGs_OG0007739_Gbi_Lko.aln	0.1097	0.489	4.456
OGs_OG0001223_Gbi_Lko.aln	0.1126	0.2118	1.8808
OGs_OG0011257_Gbi_Lko.aln	0.2246	0.3504	1.5601
OGs_OG0005013_Gbi_Lko.aln	0.006	0.0074	1.2426
OGs_OG0005004_Gbi_Lko.aln	0.02	0.0535	2.6663
OGs_OG0011243_Gbi_Lko.aln	0.2715	0.6406	2.3593
OGs_OG0007604_Gbi_Lko.aln	0.1356	0.2526	1.8634
OGs_OG0002562_Gbi_Lko.aln	0.0151	0.0744	4.9131
OGs_OG0003734_Gbi_Lko.aln	0.0365	0.1946	5.3371
OGs_OG0003813_Gbi_Lko.aln	0.0397	0.1119	2.8155
OGs_OG0005984_Gbi_Lko.aln	0.1	0.5253	5.2546
OGs_OG0001638_Gbi_Lko.aln	0.0537	0.1182	2.2004
OGs_OG0002960_Gbi_Lko.aln	0.0312	0.1295	4.1565
OGs_OG0002491_Gbi_Lko.aln	0.1847	0.7331	3.9703
OGs_OG0013363_Gbi_Lko.aln	0.1394	0.2348	1.6848
OGs_OG0008265_Gbi_Lko.aln	0.2542	0.5772	2.2705
OGs_OG0001051_Gbi_Lko.aln	0.0268	0.1169	4.3697
OGs_OG0004859_Gbi_Lko.aln	0.0338	0.0491	1.4554
OGs_OG0005237_Gbi_Lko.aln	0.0627	0.229	3.6533
OGs_OG0011172_Gbi_Lko.aln	0.15	0.2894	1.9299
OGs_OG0007060_Gbi_Lko.aln	0.0324	0.14	4.3172
OGs_OG0009750_Gbi_Lko.aln	0.0444	0.1594	3.5895
OGs_OG0003938_Gbi_Lko.aln	0.0349	0.0641	1.8386
OGs_OG0005979_Gbi_Lko.aln	0.0604	0.2994	4.9542
OGs_OG0005242_Gbi_Lko.aln	0.0313	0.1191	3.8085
OGs_OG0004994_Gbi_Lko.aln	0.0439	0.1745	3.972
OGs_OG0003981_Gbi_Lko.aln	0.2711	0.5771	2.1291
OGs_OG0005784_Gbi_Lko.aln	0.0429	0.0779	1.8164
OGs_OG0008292_Gbi_Lko.aln	0.0027	0.2656	99.0
OGs_OG0004271_Gbi_Lko.aln	0.0159	0.0715	4.5099
OGs_OG0005573_Gbi_Lko.aln	0.0361	0.1666	4.6167
OGs_OG0005547_Gbi_Lko.aln	0.0592	0.2311	3.9044
OGs_OG0005031_Gbi_Lko.aln	0.0091	0.046	5.0328
OGs_OG0007217_Gbi_Lko.aln	0.1366	0.4146	3.0363
OGs_OG0007714_Gbi_Lko.aln	0.2078	0.4174	2.0085
OGs_OG0004011_Gbi_Lko.aln	0.0159	0.0537	3.3822
OGs_OG0008195_Gbi_Lko.aln	0.025	0.093	3.7211
OGs_OG0005918_Gbi_Lko.aln	0.0353	0.1409	3.9944
OGs_OG0006239_Gbi_Lko.aln	0.0232	0.0484	2.0886
OGs_OG0002514_Gbi_Lko.aln	0.1049	0.3274	3.122
OGs_OG0008324_Gbi_Lko.aln	0.0876	0.4346	4.9617
OGs_OG0004301_Gbi_Lko.aln	0.0035	0.0141	4.0724
OGs_OG0013672_Gbi_Lko.aln	0.1222	0.1606	1.3138
OGs_OG0001889_Gbi_Lko.aln	0.3179	0.1133	0.3564
OGs_OG0002987_Gbi_Lko.aln	0.0114	0.0506	4.4264
OGs_OG0002575_Gbi_Lko.aln	0.0477	0.169	3.5468
OGs_OG0005926_Gbi_Lko.aln	0.0552	0.1226	2.2201
OGs_OG0005429_Gbi_Lko.aln	0.0923	0.2236	2.4212
OGs_OG0013411_Gbi_Lko.aln	0.1324	0.3054	2.3061
OGs_OG0007228_Gbi_Lko.aln	0.0483	0.2012	4.1631
OGs_OG0010531_Gbi_Lko.aln	0.0231	0.0519	2.2412
OGs_OG0008327_Gbi_Lko.aln	0.122	0.2381	1.9522
OGs_OG0009140_Gbi_Lko.aln	0.0881	0.4711	5.3471
OGs_OG0007088_Gbi_Lko.aln	0.1336	0.2781	2.0816
OGs_OG0002878_Gbi_Lko.aln	0.0861	0.3838	4.4552
OGs_OG0003172_Gbi_Lko.aln	0.0186	0.0688	3.6904
OGs_OG0002853_Gbi_Lko.aln	0.0268	0.1067	3.9819
OGs_OG0005827_Gbi_Lko.aln	0.051	0.1377	2.6994
OGs_OG0002342_Gbi_Lko.aln	0.2363	0.3542	1.4991
OGs_OG0003443_Gbi_Lko.aln	0.0229	0.0859	3.7551
OGs_OG0004204_Gbi_Lko.aln	0.0298	0.1221	4.0952
OGs_OG0002046_Gbi_Lko.aln	0.0425	0.1948	4.5872
OGs_OG0001995_Gbi_Lko.aln	0.0382	0.1385	3.6253
OGs_OG0005301_Gbi_Lko.aln	0.0748	0.2986	3.9917
OGs_OG0006572_Gbi_Lko.aln	0.1341	0.5098	3.8022
OGs_OG0007571_Gbi_Lko.aln	0.0929	0.1572	1.693
OGs_OG0007810_Gbi_Lko.aln	0.0207	0.097	4.6846
OGs_OG0002779_Gbi_Lko.aln	0.0426	0.1805	4.2394
OGs_OG0004481_Gbi_Lko.aln	0.1997	0.6155	3.0815
OGs_OG0003623_Gbi_Lko.aln	0.0204	0.0919	4.5128
OGs_OG0006153_Gbi_Lko.aln	0.029	0.1346	4.6483
OGs_OG0000930_Gbi_Lko.aln	0.0636	0.3219	5.0636
OGs_OG0004384_Gbi_Lko.aln	0.2345	0.9964	4.2496
OGs_OG0005629_Gbi_Lko.aln	0.0156	0.0336	2.1613
OGs_OG0005426_Gbi_Lko.aln	0.1059	0.1899	1.7931
OGs_OG0007367_Gbi_Lko.aln	0.0567	0.1608	2.838
OGs_OG0009367_Gbi_Lko.aln	0.0903	0.1691	1.8732
OGs_OG0009984_Gbi_Lko.aln	0.1147	0.3074	2.6808
OGs_OG0001640_Gbi_Lko.aln	0.0834	0.1855	2.2237
OGs_OG0005057_Gbi_Lko.aln	0.0512	0.0508	0.9937
OGs_OG0013506_Gbi_Lko.aln	0.0353	0.1173	3.3262
OGs_OG0006457_Gbi_Lko.aln	0.0333	0.1741	5.2229
OGs_OG0013543_Gbi_Lko.aln	0.1027	0.4113	4.0064
OGs_OG0006353_Gbi_Lko.aln	0.0128	0.0548	4.2734
OGs_OG0009944_Gbi_Lko.aln	0.0099	0.04	4.0305
OGs_OG0003037_Gbi_Lko.aln	0.0002	0.0201	99.0
OGs_OG0007746_Gbi_Lko.aln	0.0573	0.2466	4.3051
OGs_OG0013690_Gbi_Lko.aln	0.0291	0.1305	4.4763
OGs_OG0002175_Gbi_Lko.aln	0.0368	0.1588	4.3146
OGs_OG0006961_Gbi_Lko.aln	0.0897	0.3645	4.0651
OGs_OG0002027_Gbi_Lko.aln	0.0169	0.0303	1.7908
OGs_OG0004035_Gbi_Lko.aln	0.053	0.1728	3.2585
OGs_OG0007484_Gbi_Lko.aln	0.0653	0.1122	1.7179
OGs_OG0007924_Gbi_Lko.aln	0.0317	0.0479	1.5127
OGs_OG0005937_Gbi_Lko.aln	0.0012	0.1227	99.0
OGs_OG0008181_Gbi_Lko.aln	0.0635	0.2875	4.5293
OGs_OG0008798_Gbi_Lko.aln	0.0716	0.1672	2.3358
OGs_OG0004723_Gbi_Lko.aln	0.1255	0.1711	1.3636
OGs_OG0010700_Gbi_Lko.aln	0.1151	0.2476	2.1509
OGs_OG0003622_Gbi_Lko.aln	0.0146	0.0608	4.1529
OGs_OG0008660_Gbi_Lko.aln	0.0596	0.2183	3.6651
OGs_OG0008871_Gbi_Lko.aln	0.0637	0.2553	4.0065
OGs_OG0005813_Gbi_Lko.aln	0.0257	0.0994	3.8696
OGs_OG0005378_Gbi_Lko.aln	0.0651	0.2337	3.5879
OGs_OG0009694_Gbi_Lko.aln	0.1168	0.2296	1.9667
OGs_OG0005076_Gbi_Lko.aln	0.0279	0.1291	4.622
OGs_OG0003451_Gbi_Lko.aln	0.0499	0.1381	2.7659
OGs_OG0010996_Gbi_Lko.aln	0.2367	0.6688	2.8258
OGs_OG0005987_Gbi_Lko.aln	0.0285	0.0798	2.8019
OGs_OG0002918_Gbi_Lko.aln	0.0401	0.1456	3.6351
OGs_OG0007162_Gbi_Lko.aln	0.0661	0.2855	4.3195
OGs_OG0008905_Gbi_Lko.aln	0.1203	0.3526	2.9322
OGs_OG0000155_Gbi_Lko.aln	0.0363	0.1436	3.9609
OGs_OG0006171_Gbi_Lko.aln	0.0403	0.1768	4.3914
OGs_OG0007560_Gbi_Lko.aln	0.1857	0.2343	1.2613
OGs_OG0001996_Gbi_Lko.aln	0.0564	0.223	3.9537
OGs_OG0002815_Gbi_Lko.aln	0.0191	0.0706	3.7003
OGs_OG0004979_Gbi_Lko.aln	0.0395	0.0655	1.6609
OGs_OG0013385_Gbi_Lko.aln	0.1287	0.4273	3.3195
OGs_OG0007732_Gbi_Lko.aln	0.093	0.2898	3.1158
OGs_OG0002081_Gbi_Lko.aln	0.0391	0.1698	4.3404
OGs_OG0013429_Gbi_Lko.aln	0.0261	0.0969	3.719
OGs_OG0013549_Gbi_Lko.aln	0.1599	0.3374	2.1101
OGs_OG0005996_Gbi_Lko.aln	0.0445	0.1718	3.8559
OGs_OG0000989_Gbi_Lko.aln	0.1643	0.3079	1.8741
OGs_OG0008418_Gbi_Lko.aln	0.0582	0.2691	4.6224
OGs_OG0007862_Gbi_Lko.aln	0.1307	0.4231	3.2367
OGs_OG0006627_Gbi_Lko.aln	0.1397	0.2652	1.8985
OGs_OG0002415_Gbi_Lko.aln	0.0468	0.1532	3.2721
OGs_OG0011529_Gbi_Lko.aln	0.0634	0.1376	2.1706
OGs_OG0004769_Gbi_Lko.aln	0.0041	0.0081	1.9746
OGs_OG0003285_Gbi_Lko.aln	0.0541	0.1493	2.7618
OGs_OG0008504_Gbi_Lko.aln	0.0586	0.2043	3.485
OGs_OG0006395_Gbi_Lko.aln	0.0196	0.0362	1.8446
OGs_OG0006317_Gbi_Lko.aln	0.0607	0.2401	3.953
OGs_OG0005731_Gbi_Lko.aln	0.0104	0.045	4.3133
OGs_OG0002542_Gbi_Lko.aln	0.2879	0.7285	2.5301
OGs_OG0010119_Gbi_Lko.aln	0.0466	0.1723	3.6952
OGs_OG0001078_Gbi_Lko.aln	0.0166	0.0801	4.8292
OGs_OG0005385_Gbi_Lko.aln	0.0338	0.0262	0.7757
OGs_OG0006020_Gbi_Lko.aln	0.0647	0.146	2.2558
OGs_OG0001505_Gbi_Lko.aln	0.0316	0.1377	4.3613
OGs_OG0006459_Gbi_Lko.aln	0.0267	0.0738	2.7615
OGs_OG0003305_Gbi_Lko.aln	0.0734	0.2372	3.2295
OGs_OG0007469_Gbi_Lko.aln	0.0189	0.0867	4.5836
OGs_OG0002487_Gbi_Lko.aln	0.0173	0.0233	1.347
OGs_OG0006522_Gbi_Lko.aln	0.017	0.0655	3.8541
OGs_OG0010487_Gbi_Lko.aln	0.2541	0.4147	1.6319
OGs_OG0006953_Gbi_Lko.aln	0.0877	0.3364	3.8359
OGs_OG0004806_Gbi_Lko.aln	0.0188	0.0712	3.7755
OGs_OG0004452_Gbi_Lko.aln	0.044	0.0534	1.2144
OGs_OG0005492_Gbi_Lko.aln	0.0123	0.0483	3.9165
OGs_OG0005395_Gbi_Lko.aln	0.0791	0.1362	1.7218
OGs_OG0006926_Gbi_Lko.aln	0.1218	0.196	1.6086
OGs_OG0001312_Gbi_Lko.aln	0.0988	0.184	1.8626
OGs_OG0003453_Gbi_Lko.aln	0.086	0.2109	2.4522
OGs_OG0004406_Gbi_Lko.aln	0.0466	0.1205	2.5858
OGs_OG0009023_Gbi_Lko.aln	0.027	0.1087	4.0183
OGs_OG0009365_Gbi_Lko.aln	0.0152	0.0581	3.824
OGs_OG0004751_Gbi_Lko.aln	0.022	0.0983	4.4584
OGs_OG0006831_Gbi_Lko.aln	0.0755	0.2821	3.7363
OGs_OG0005379_Gbi_Lko.aln	0.046	0.1146	2.495
OGs_OG0002362_Gbi_Lko.aln	0.0501	0.2399	4.7924
OGs_OG0005125_Gbi_Lko.aln	0.0407	0.1742	4.2808
OGs_OG0003488_Gbi_Lko.aln	0.0423	0.0736	1.7405
OGs_OG0006100_Gbi_Lko.aln	0.0072	0.0228	3.1862
OGs_OG0004024_Gbi_Lko.aln	0.1174	0.2704	2.3041
OGs_OG0004066_Gbi_Lko.aln	0.1139	0.1912	1.6789
OGs_OG0004981_Gbi_Lko.aln	0.0083	0.0359	4.3362
OGs_OG0005558_Gbi_Lko.aln	0.0288	0.117	4.0664
OGs_OG0003092_Gbi_Lko.aln	0.0433	0.1084	2.5025
OGs_OG0004637_Gbi_Lko.aln	0.0216	0.0884	4.0984
OGs_OG0003752_Gbi_Lko.aln	0.1168	0.2547	2.1811
OGs_OG0001635_Gbi_Lko.aln	0.0394	0.2066	5.2439
OGs_OG0008477_Gbi_Lko.aln	0.0656	0.2644	4.0314
